,Unnamed: 0,months_as_customer,age,policy_number,policy_deductable,umbrella_limit,insured_zip,capital-gains,capital-loss,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,total_claim_amount,injury_claim,property_claim,vehicle_claim,_id,policy_bind_date,policy_state,policy_csl,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,property_damage,police_report_available,auto_make,auto_model,fraud_reported
152,152,359,47,828890,2000,0,613247,0,0,13,1,0,3,55500,5550,11100,38850,192,114,2,0,0,4,5,1,4,2,2,0,2,4,4,0,668,0,0,8,7,0
153,153,19,32,882920,1000,0,454985,42900,-90200,8,1,1,1,7040,1280,640,5120,193,0,2,2,1,2,7,10,0,11,3,1,1,4,5,2,573,1,1,9,26,0
154,154,328,48,630226,500,0,464874,45100,-32800,17,1,2,1,59400,5940,11880,41580,198,239,0,1,1,5,1,3,3,7,2,0,0,0,1,5,955,1,0,6,10,0
155,155,219,39,653864,2000,7000000,608371,0,0,6,1,0,2,5920,740,740,4440,202,536,1,1,0,2,10,2,4,9,1,1,3,4,1,6,349,0,0,3,25,0
156,156,468,62,586367,500,0,468168,0,0,7,3,0,3,64350,7150,7150,50050,203,693,0,0,1,6,6,13,5,37,0,1,0,1,4,5,270,1,0,3,34,0
157,157,128,32,547744,2000,0,443522,0,-39300,0,1,1,0,59800,5980,5980,47840,206,791,2,0,0,1,11,5,2,49,2,1,2,1,4,1,300,0,0,5,14,1
158,158,63,24,427484,2000,0,469621,0,0,7,1,2,0,6120,1020,1020,4080,210,73,2,1,0,2,5,12,2,52,3,1,1,4,0,2,847,0,0,12,11,0
159,159,154,37,241562,1000,0,439269,0,-67800,2,1,0,3,79530,14460,7230,57840,229,51,0,1,0,4,4,7,2,30,2,1,1,3,4,1,957,0,0,0,23,0
160,160,177,38,600845,2000,0,463842,0,-74500,20,1,2,0,73700,7370,7370,58960,241,65,0,0,0,1,0,16,2,31,2,0,0,3,5,1,500,1,0,3,32,1
161,161,174,36,629918,2000,0,461328,53200,-53800,21,3,2,2,65400,10900,10900,43600,243,95,0,0,0,1,12,13,3,55,0,1,2,0,1,5,125,0,0,4,30,0
162,162,101,27,326322,1000,0,603269,25900,0,7,1,0,3,5900,1180,590,4130,248,332,0,1,1,5,6,9,2,11,1,1,1,2,4,2,563,0,0,8,12,0
163,163,228,42,342868,2000,5000000,468176,0,0,8,1,0,0,5070,780,780,3510,1,684,1,1,1,4,6,15,2,13,3,1,1,4,5,5,628,0,0,8,12,1
164,164,137,34,413978,1000,0,441716,0,-77000,0,3,0,0,78650,21450,7150,50050,6,697,1,1,1,6,9,2,0,4,0,0,1,4,1,6,539,0,0,9,29,0
165,165,70,26,558938,1000,5000000,619884,63600,0,0,3,1,2,52110,5790,5790,40530,16,709,2,2,1,1,6,10,3,45,0,1,0,3,1,5,459,0,1,9,26,0
166,166,140,31,275265,500,6000000,470610,53500,0,9,1,0,2,77880,14160,7080,56640,17,175,1,2,1,2,6,15,4,27,2,2,2,4,6,3,393,0,1,11,21,0
167,167,202,34,608513,500,3000000,607730,31000,-30200,5,1,2,1,5720,1040,520,4160,27,739,1,0,1,3,3,5,1,28,3,1,1,2,5,4,307,1,0,11,15,1
168,168,114,30,584859,1000,0,472248,51400,-64000,1,3,1,2,77110,14020,14020,49070,33,553,0,0,1,2,4,18,5,30,0,0,0,0,1,2,823,0,0,11,19,0
169,169,223,40,729634,500,0,437818,88400,-46500,7,3,1,0,70510,12820,12820,44870,53,541,1,0,0,3,8,12,0,19,0,2,0,4,0,1,719,1,0,11,15,0
170,170,215,42,519312,500,0,435489,0,-49000,20,3,2,2,68520,11420,5710,51390,63,134,2,2,1,3,13,18,3,55,0,0,0,1,6,3,157,1,1,11,21,1
171,171,338,49,348209,1000,0,449718,0,-51500,13,1,0,1,4300,860,860,2580,69,371,1,2,1,4,7,11,3,50,1,1,1,2,0,5,758,0,0,5,14,0
172,172,271,42,486676,500,0,463181,56200,-50000,12,2,2,3,68310,12420,6210,49680,70,807,2,0,0,0,9,17,3,43,0,2,0,3,4,2,791,0,0,1,4,1
173,173,222,41,260845,2000,0,441992,37800,-50300,7,1,0,2,61290,6810,6810,47670,71,161,2,0,0,4,1,6,1,57,2,0,2,3,6,4,653,0,0,6,10,1
174,174,137,31,484200,2000,0,441175,52700,-40600,6,3,1,2,50800,10160,10160,30480,80,86,2,1,1,2,3,13,0,41,0,2,1,0,0,0,225,0,0,0,23,0
175,175,275,41,498875,2000,0,617970,35700,0,13,3,0,1,58300,5830,11660,40810,85,125,2,0,1,2,13,2,3,42,0,0,0,1,1,4,721,1,0,11,21,0
176,176,269,41,797613,500,0,448984,0,-72300,23,1,0,0,79300,15860,15860,47580,100,106,1,0,0,1,10,19,1,16,2,1,1,4,4,3,757,1,0,10,1,0
177,177,81,28,469874,1000,6000000,617858,42400,0,0,3,1,2,44730,4970,4970,34790,129,902,0,1,0,5,11,17,0,5,0,0,0,1,4,3,763,0,0,10,1,1
178,178,101,33,575000,1000,7000000,619540,52000,-44500,20,3,1,3,54240,9040,9040,36160,154,671,2,0,0,5,7,15,3,47,0,1,1,0,0,4,509,0,0,10,2,1
179,179,278,48,139484,2000,7000000,475588,0,-54000,12,1,2,0,76050,11700,11700,52650,161,755,1,2,0,4,4,7,1,7,2,0,2,0,4,4,728,0,0,3,32,0
180,180,73,29,154280,1000,0,467947,35100,-59900,15,3,1,0,44910,4990,4990,34930,172,52,0,1,1,1,10,2,5,1,0,1,2,3,4,0,854,1,0,4,27,0
181,181,324,46,648509,2000,6000000,618862,0,-41300,13,1,1,0,79600,15920,15920,47760,175,481,1,0,1,4,12,2,5,13,2,1,1,3,3,2,389,0,1,7,36,0
182,182,245,40,144323,500,0,459984,27000,-58900,0,1,0,1,85150,13100,13100,58950,178,894,1,2,0,5,1,16,2,55,2,0,2,3,6,3,347,1,0,3,25,0
183,183,404,53,739447,500,0,466201,25500,-36700,8,1,0,1,8800,1760,880,6160,209,240,1,1,1,0,11,15,1,5,1,1,3,4,6,1,256,0,0,11,21,0
184,184,69,26,593390,2000,0,437688,0,0,14,1,2,2,63120,5260,10520,47340,216,452,0,0,0,2,6,0,4,28,2,0,1,1,1,1,566,0,0,1,5,0
185,185,281,43,529398,1000,6000000,443191,0,0,21,3,1,0,60190,9260,9260,41670,219,645,2,0,1,1,8,4,2,30,0,2,1,1,4,4,983,0,0,2,38,0
186,186,172,35,476923,2000,0,456602,63600,-68700,19,3,2,0,79750,14500,14500,50750,233,907,0,0,1,4,5,13,3,2,0,1,0,4,2,2,709,0,0,9,29,0
187,187,428,54,492745,2000,0,453407,0,-24400,16,3,1,0,76560,12760,6380,57420,235,396,1,0,1,5,13,11,4,14,0,2,1,1,1,5,413,0,0,9,35,0
188,188,190,40,390381,2000,0,610354,36900,-53700,10,1,2,1,6300,630,630,5040,242,46,2,2,0,3,3,4,2,42,1,1,3,2,4,2,826,0,1,9,35,0
189,189,60,23,842643,500,3000000,432220,0,0,9,1,1,0,56520,4710,9420,42390,12,188,2,2,1,4,10,15,5,14,2,1,2,0,4,3,633,1,0,10,3,0
190,190,199,37,982871,500,0,474615,48500,0,4,1,0,3,60170,10940,10940,38290,39,760,1,1,1,3,12,18,5,29,2,0,0,0,0,1,264,0,0,9,29,1
191,191,79,26,206213,500,0,456446,0,-55700,19,1,2,2,40000,8000,4000,28000,40,628,0,0,1,0,12,11,1,22,2,1,1,0,6,1,427,0,0,2,22,0
192,192,37,23,448961,500,0,441648,0,-67400,17,3,1,0,51660,5740,5740,40180,42,550,0,2,0,1,9,10,0,7,0,2,1,3,4,6,245,1,0,4,30,0
193,193,269,44,108844,2000,0,468104,36400,-28700,14,1,0,2,56400,11280,11280,33840,44,304,0,0,1,3,8,15,4,36,2,0,1,3,4,6,78,1,0,12,18,0
194,194,163,33,529112,500,0,472573,35300,0,11,3,1,1,77110,0,14020,63090,46,72,1,0,0,0,7,14,0,40,0,1,2,1,0,3,720,1,0,6,10,0
195,195,91,27,537546,2000,0,609930,0,0,4,1,1,2,7260,1320,660,5280,51,824,0,0,0,3,4,14,0,8,3,1,3,2,1,0,139,0,0,2,22,0
196,196,119,32,343161,1000,0,468767,0,-49500,12,1,0,3,56300,5630,11260,39410,62,636,0,2,1,2,1,3,4,3,2,2,1,3,6,2,281,0,1,2,22,0
197,197,78,29,694662,1000,6000000,457767,0,0,3,1,2,2,7500,750,1500,5250,82,349,0,1,1,5,7,3,2,21,3,1,1,4,1,4,462,1,0,9,26,0
198,198,41,25,958857,1000,0,607763,0,-56100,12,3,2,0,45120,0,5640,39480,89,13,1,0,0,1,3,8,1,28,0,2,0,3,4,1,698,1,0,0,23,1
199,199,165,33,760179,1000,0,446895,35300,-58100,3,1,1,1,2970,330,330,2310,103,454,2,0,0,0,12,11,2,37,1,1,1,4,6,3,1,0,0,12,18,0
200,200,464,61,632627,1000,0,604450,0,-56400,6,3,0,2,79800,6650,19950,53200,106,149,2,2,0,0,9,1,0,4,0,1,0,4,5,3,422,0,1,10,3,1
201,201,168,32,981123,1000,0,452748,0,-40600,13,2,1,1,57720,14430,9620,33670,113,619,1,0,1,4,10,4,3,59,0,2,0,3,5,2,510,0,0,10,2,0
202,202,390,51,143626,2000,0,618316,0,0,9,1,1,1,7080,1180,1180,4720,114,935,2,1,1,0,1,15,2,47,3,1,1,2,5,4,397,1,1,5,14,0
203,203,211,35,717392,500,0,445601,0,0,1,1,1,1,42000,7000,7000,28000,124,825,0,0,0,3,9,13,1,52,2,1,2,0,6,3,138,1,0,2,37,0
204,204,165,32,428230,500,0,611586,70500,0,9,1,2,0,3960,330,660,2970,127,698,1,2,0,2,12,8,3,57,1,1,1,4,3,4,19,0,0,2,22,0
205,205,209,38,395983,500,0,614945,58100,0,21,1,1,1,47300,4730,4730,37840,147,232,2,0,0,4,7,9,2,10,2,0,1,1,6,4,131,0,0,9,29,0
206,206,134,32,203914,1000,0,440961,0,0,17,1,1,0,82720,7520,15040,60160,150,710,2,0,0,6,4,0,5,30,2,2,2,3,1,1,684,0,0,1,4,0
207,207,375,50,120485,1000,0,466283,0,0,16,1,2,3,37280,0,0,37280,155,360,2,0,1,0,11,3,2,34,2,0,0,4,1,5,806,1,0,1,5,1
208,208,428,59,299796,500,7000000,473329,0,0,8,1,2,3,6500,1300,650,4550,157,935,1,1,0,3,9,10,2,55,1,1,1,2,6,3,593,0,0,10,1,0
209,209,276,46,140880,500,0,430987,0,-50000,7,1,0,1,5940,660,660,4620,168,464,0,1,0,5,6,3,0,44,1,1,3,4,4,2,767,0,0,12,18,0
210,210,47,37,962591,2000,0,430104,75400,0,18,1,1,0,6700,670,670,5360,169,435,1,1,1,2,7,12,1,26,1,1,1,2,1,2,859,0,0,7,36,0
211,211,111,27,514065,500,4000000,604377,51100,0,12,1,2,3,90970,16540,16540,57890,182,62,1,1,0,5,12,8,0,8,2,2,2,4,5,6,976,1,0,0,31,0
212,212,296,46,922167,1000,7000000,476456,0,0,18,1,0,2,54900,5490,5490,43920,184,374,2,0,1,5,2,17,1,27,2,0,0,0,1,3,289,0,0,8,7,0
213,213,128,28,438817,1000,0,472720,62700,0,11,1,0,2,101860,18520,18520,64820,189,179,2,2,0,2,0,14,2,38,2,1,2,0,5,1,773,0,1,6,8,0
214,214,223,43,976971,500,0,451400,0,0,6,1,0,3,5200,650,650,3900,197,512,2,1,0,4,0,4,1,3,1,1,3,2,6,0,441,1,0,0,23,0
215,215,124,29,598124,500,0,441726,0,0,14,3,0,3,72000,7200,7200,57600,207,915,2,2,1,5,5,9,0,48,0,2,0,4,5,6,748,0,1,1,4,0
216,216,142,33,604614,2000,5000000,450332,0,0,11,1,1,3,81360,6780,13560,61020,214,351,1,0,0,3,3,6,5,13,2,2,2,3,0,1,260,1,0,11,21,1
217,217,272,43,509928,1000,0,615226,0,0,5,3,1,2,81070,7370,14740,58960,215,758,2,0,1,6,2,3,2,55,0,2,1,0,0,6,240,0,1,1,4,1
218,218,38,28,970607,1000,0,437387,0,-39700,17,1,2,1,7200,1440,720,5040,217,458,2,1,1,5,13,19,1,32,3,1,3,2,0,6,974,0,0,2,37,0
219,219,298,49,442677,500,0,460820,47800,0,17,1,2,2,28100,2810,5620,19670,221,195,2,1,0,1,7,8,3,44,2,0,1,0,1,6,115,0,0,7,17,0
220,220,241,38,872734,2000,0,470485,0,0,23,3,0,3,77880,12980,12980,51920,224,589,1,0,0,0,12,11,1,8,0,2,0,1,5,0,440,0,1,0,23,0
221,221,377,53,839884,500,0,452456,0,-64000,10,3,1,3,59040,6560,6560,45920,228,911,0,0,0,4,2,11,4,39,0,0,2,1,6,2,513,1,0,10,2,0
222,222,27,28,735822,2000,0,451560,0,-32500,10,3,0,2,53600,5360,10720,37520,234,845,1,0,1,3,4,14,2,53,0,0,0,3,3,5,167,0,1,1,5,1
223,223,94,30,146138,2000,0,442632,0,-52600,19,1,1,3,64100,6410,6410,51280,249,415,1,1,0,2,1,13,2,43,2,1,0,1,0,0,95,0,1,3,25,0
224,224,460,62,183430,1000,4000000,618845,0,0,20,3,1,0,47160,0,5240,41920,20,677,1,1,1,3,7,3,3,0,0,1,1,4,1,1,486,0,0,11,19,0
225,225,166,37,666333,2000,8000000,610393,27500,0,10,3,2,2,67140,7460,7460,52220,31,660,0,0,1,3,2,15,0,51,0,2,0,4,6,5,900,0,0,5,14,1
226,226,62,28,200152,1000,0,430141,0,0,3,1,1,1,60200,6020,6020,48160,36,488,0,0,0,5,10,4,4,30,2,1,2,4,1,4,445,0,1,11,15,1
227,227,265,40,430029,1000,0,459407,0,0,17,3,2,3,55120,6890,0,48230,45,828,0,1,0,4,10,19,0,44,0,1,2,3,1,0,360,0,0,0,23,0
228,228,175,34,866931,1000,8000000,446326,0,0,5,1,2,0,7290,810,810,5670,48,70,1,2,0,6,10,7,2,49,3,1,3,4,1,0,630,0,1,13,28,0
229,229,439,56,524836,500,0,606714,36100,-55000,12,3,2,3,56430,0,6270,50160,56,191,1,1,0,6,9,5,4,51,0,0,0,1,4,1,428,0,0,6,8,0
230,230,128,30,500533,1000,0,478575,43300,-66200,8,1,0,3,68530,12460,6230,49840,68,335,2,0,1,4,6,12,3,1,2,0,0,0,6,4,530,0,0,1,5,0
231,231,227,38,279422,500,0,471600,0,0,16,1,1,2,72200,14440,7220,50540,79,128,2,2,0,6,5,14,4,13,2,1,0,1,4,4,617,0,0,2,22,1
232,232,80,27,193442,1000,0,440327,0,0,13,1,1,0,52800,10560,5280,36960,101,864,0,0,0,1,12,8,4,41,2,2,0,4,6,3,764,1,1,10,3,0
233,233,118,28,283414,2000,0,432896,0,-57000,22,2,1,0,74200,7420,14840,51940,107,286,1,2,0,2,5,4,3,59,0,0,0,0,6,1,714,0,0,13,28,0
234,234,210,41,395269,500,0,432781,0,-41000,12,3,2,0,81070,14740,14740,51590,112,186,0,2,1,2,3,14,2,23,0,1,2,3,6,1,46,0,0,2,37,0
235,235,258,46,648397,1000,10000000,455365,34400,-56800,14,3,0,1,47700,4770,9540,33390,115,487,1,0,1,4,6,10,2,16,0,2,2,3,1,5,391,0,0,0,23,1
236,236,166,38,414779,2000,0,435758,59600,-32100,8,1,0,0,40320,5760,5760,28800,126,234,0,0,1,4,10,18,4,30,2,2,2,3,6,1,760,0,0,11,19,0
237,237,112,27,618659,500,0,450341,60000,-54800,21,3,0,1,51000,8500,8500,34000,132,103,2,0,0,5,12,8,4,45,0,0,0,0,0,0,192,0,0,9,29,0
238,238,120,28,434507,1000,0,447442,68900,0,9,3,0,3,65500,6550,6550,52400,137,404,0,1,0,6,12,9,1,28,0,1,1,1,4,6,756,0,0,2,37,0
239,239,325,46,935277,500,0,474360,46300,-77500,21,3,1,2,76120,13840,6920,55360,138,794,0,2,0,2,9,1,5,31,0,1,1,1,0,6,936,0,1,12,9,0
240,240,211,35,682387,2000,0,451586,76000,0,2,1,0,1,52030,9460,4730,37840,140,485,2,0,1,5,6,4,2,13,2,1,2,4,1,3,598,1,0,8,12,0
241,241,104,32,904191,500,0,434247,31900,-44600,23,3,1,3,63570,9780,9780,44010,152,722,1,1,1,2,3,11,3,29,0,1,2,4,1,5,740,1,1,13,20,1
242,242,45,38,589749,1000,0,470117,29000,0,17,3,2,0,78240,13040,13040,52160,158,581,1,0,1,5,6,12,1,36,0,0,2,0,6,6,304,0,0,11,21,0
243,243,108,29,237418,1000,0,441536,71400,0,4,3,2,2,61380,11160,5580,44640,165,301,1,2,0,6,1,3,1,46,0,2,1,0,6,1,750,0,1,11,21,0
244,244,222,42,922565,500,0,612904,0,0,23,3,0,0,51740,11940,7960,31840,170,599,0,1,1,0,1,10,1,23,0,1,1,4,1,0,447,1,0,7,36,0
245,245,196,36,602410,2000,0,615611,0,0,3,1,1,1,5300,530,530,4240,196,14,1,1,1,4,1,16,3,16,3,1,3,4,6,6,438,0,0,7,17,1
246,246,328,46,174701,500,0,458139,24800,0,0,1,2,3,70290,12780,6390,51120,218,659,0,2,0,4,9,8,1,46,2,1,2,3,6,2,863,0,0,10,1,1
247,247,246,44,940942,2000,0,613647,0,-58600,18,1,1,2,61380,11160,5580,44640,220,716,2,1,1,1,4,0,2,45,2,0,0,3,1,2,497,1,1,6,10,1
248,248,95,28,208298,1000,0,458727,0,-70300,3,1,1,2,3200,640,320,2240,244,214,2,1,1,0,1,2,2,0,3,1,3,2,3,6,592,1,0,8,12,0
249,249,371,51,513099,1000,0,452587,60300,-24700,7,1,0,3,75400,7540,15080,52780,245,97,1,2,0,0,12,9,2,10,2,1,0,1,1,0,977,1,1,4,30,1
250,250,117,28,336047,500,0,447300,47500,-32500,13,2,0,1,55440,5040,10080,40320,250,522,2,1,0,0,13,19,4,54,0,1,2,1,4,6,345,1,0,11,15,1
251,251,111,27,532330,500,5000000,441783,0,0,2,3,1,2,80850,7350,14700,58800,251,921,2,1,1,4,11,19,2,50,0,2,0,4,4,3,446,0,0,5,14,1
252,252,232,43,751905,500,8000000,431531,0,-33600,17,3,0,1,70600,7060,14120,49420,262,585,2,1,1,1,6,9,0,9,0,1,0,0,1,0,147,0,0,13,28,1
253,253,440,61,212674,500,0,467942,41500,-70200,21,1,2,3,53640,5960,5960,41720,253,883,2,1,1,6,13,12,5,18,2,2,0,1,2,5,867,0,0,9,26,1
254,254,244,40,594739,500,0,439502,0,0,2,1,1,3,5940,660,660,4620,258,647,0,0,0,4,11,0,0,42,3,1,3,4,1,6,581,1,1,12,9,0
255,255,246,45,889883,1000,0,445853,34400,-33100,9,3,2,2,53280,11840,5920,35520,266,392,0,1,1,3,6,10,5,21,0,2,0,1,3,1,691,0,0,12,9,1
256,256,369,55,577810,2000,0,444734,55400,0,6,3,2,0,85300,17060,8530,59710,270,507,2,1,1,1,5,4,0,19,0,1,1,4,5,0,939,0,1,12,18,0
257,257,332,47,994538,2000,0,448882,91900,0,22,4,2,0,71760,11040,11040,49680,272,155,0,0,1,4,2,13,2,24,0,0,0,4,6,0,924,1,0,7,17,1
258,258,259,39,330506,1000,0,604668,0,-83900,12,3,1,3,46560,7760,7760,31040,280,906,2,1,0,3,2,12,4,16,0,2,1,1,3,1,465,0,0,9,35,0
259,259,219,40,786957,500,0,452735,68700,0,6,1,1,0,6400,640,640,5120,287,137,2,0,0,0,13,9,1,21,3,1,3,2,4,5,547,0,0,12,9,0
260,260,40,39,448642,1000,4000000,605692,0,-33300,8,1,0,2,8760,1460,1460,5840,289,459,1,2,0,1,11,10,3,31,1,1,1,4,5,4,258,0,0,2,0,0
261,261,194,35,275092,500,0,441659,0,0,7,1,1,0,5940,1080,540,4320,298,430,0,2,0,4,0,9,1,49,1,1,1,2,6,3,796,1,0,9,29,0
262,262,275,45,403737,2000,0,605756,39400,-63900,8,3,1,1,64320,5360,10720,48240,317,308,1,2,0,0,0,4,5,9,0,2,2,0,5,3,317,1,0,0,23,0
263,263,85,30,740384,1000,0,459588,51600,-73900,19,1,0,1,74280,12380,12380,49520,319,136,1,2,1,0,10,15,2,24,2,2,0,3,1,6,578,1,1,11,15,1
264,264,350,50,391003,500,0,459429,0,0,14,3,0,2,44190,9820,4910,29460,323,711,2,2,0,5,8,2,2,49,0,1,2,4,3,3,402,0,0,1,4,0
265,265,121,31,623032,1000,6000000,440837,0,0,16,1,0,1,65250,7250,7250,50750,335,422,0,2,0,3,1,4,4,31,2,1,1,4,6,2,313,0,1,2,0,0
266,266,270,44,701521,2000,0,435985,47200,0,20,3,1,0,35900,7180,3590,25130,351,781,0,2,0,0,6,13,2,52,0,1,0,0,0,3,200,0,0,1,4,1
267,267,77,27,797934,2000,0,471704,56400,-32800,1,3,0,0,67200,6720,6720,53760,354,559,1,2,0,2,0,0,3,55,0,0,1,0,1,6,661,1,0,13,28,0
268,268,289,47,594722,2000,0,450889,73000,-37900,15,1,1,0,54000,6000,6000,42000,367,773,2,2,0,0,0,10,3,24,2,0,1,0,5,3,188,0,1,12,18,0
269,269,10,19,216738,1000,0,478837,0,-60700,5,1,0,2,48950,4450,8900,35600,368,869,1,1,0,3,2,19,5,31,2,2,1,4,0,3,995,0,0,0,33,1
270,270,273,41,954191,1000,0,449793,0,0,16,2,1,2,44110,4010,8020,32080,371,354,2,2,0,6,4,7,3,24,0,2,2,4,5,5,903,0,1,6,6,0
271,271,126,33,357713,1000,2000000,435995,36700,-73400,21,1,1,2,54160,6770,6770,40620,389,133,2,2,0,3,8,17,3,25,2,0,0,0,6,4,766,1,0,11,21,0
272,272,297,48,751612,1000,3000000,443861,54900,-36700,17,3,0,0,51480,5720,5720,40040,391,669,1,1,1,6,3,9,2,17,0,2,2,1,1,0,860,0,0,12,18,0
273,273,103,33,552618,1000,6000000,614385,0,0,21,1,1,0,76920,12820,6410,57690,399,29,1,0,1,4,1,8,3,13,2,1,1,0,1,1,599,0,1,3,25,0
274,274,265,45,985924,500,0,469895,0,0,3,1,2,3,3190,290,580,2320,409,130,2,1,0,1,3,6,4,10,3,1,3,2,0,6,670,0,0,5,13,0
275,275,186,37,165565,2000,0,606487,0,0,22,1,1,2,55600,11120,5560,38920,417,366,2,1,0,3,8,8,4,20,2,1,2,0,1,2,992,1,1,7,17,0
276,276,4,34,424358,500,0,616126,0,0,0,4,0,0,66880,6080,12160,48640,425,601,2,2,0,1,3,1,2,34,0,2,0,4,6,4,623,0,0,3,32,1
277,277,167,36,287489,1000,0,448603,0,-38400,22,3,0,0,69680,8710,8710,52260,428,390,0,0,0,5,3,4,2,10,0,1,0,0,0,6,185,0,0,8,24,1
278,278,270,45,497347,500,0,615383,83200,-53300,23,3,0,0,54340,9880,0,44460,431,833,2,2,0,6,8,19,1,47,0,2,2,3,5,1,968,0,1,10,1,0
279,279,120,34,312940,1000,0,464630,77900,0,3,1,2,1,3770,580,580,2610,443,127,1,2,0,3,10,13,1,12,1,1,1,2,5,1,311,0,0,7,17,0
280,280,144,36,855186,2000,6000000,466303,23600,-15600,7,1,0,0,7400,740,1480,5180,444,142,1,2,0,0,11,15,2,40,1,1,1,2,0,0,344,0,0,4,27,0
281,281,78,24,910622,500,0,474792,0,0,20,1,0,1,7480,680,680,6120,456,449,1,0,1,5,2,19,0,27,3,1,1,4,1,1,279,0,1,4,27,0
282,282,116,30,996253,500,0,467227,0,-35500,8,3,0,3,59670,6630,6630,46410,482,211,1,2,1,3,5,9,1,24,0,0,0,3,6,5,30,0,0,13,28,1
283,283,69,24,807369,500,0,614948,0,0,23,3,0,0,63300,12660,6330,44310,487,658,1,2,0,2,1,19,2,53,0,1,1,4,1,6,604,0,0,4,30,0
284,284,19,29,789208,500,0,617267,0,0,6,3,0,2,75400,11600,11600,52200,489,90,2,1,1,3,13,6,1,57,0,0,2,0,1,1,140,0,0,4,27,1
285,285,134,30,843227,2000,0,613287,0,0,19,3,0,2,47790,5310,5310,37170,259,932,2,1,0,6,3,7,4,28,0,1,0,1,4,3,998,0,1,11,19,1
286,286,122,29,283925,1000,0,620104,0,-47100,17,1,0,1,3850,350,350,3150,260,193,2,1,0,5,8,16,2,42,1,1,3,2,4,5,775,0,0,4,27,0
287,287,217,39,522506,2000,0,605490,49900,-19800,16,3,0,2,64920,10820,10820,43280,274,431,0,2,0,5,7,16,2,1,0,0,1,1,1,1,103,0,0,5,16,0
288,288,296,42,586104,2000,0,466970,53100,-63400,9,3,1,2,64080,7120,7120,49840,276,434,1,1,1,0,12,13,0,38,0,2,2,0,6,1,21,1,0,10,2,0
289,289,108,33,512813,2000,0,450703,0,0,6,3,0,1,64350,5850,11700,46800,278,43,0,0,0,3,1,8,1,12,0,2,0,4,6,3,308,0,1,9,29,1
290,290,201,40,799501,2000,0,471806,0,0,14,1,0,0,6820,1240,1240,4340,282,286,2,1,0,6,13,18,1,40,3,1,1,4,4,4,751,1,1,7,17,0
291,291,39,31,689500,2000,0,459322,0,-15700,14,3,1,0,52700,10540,10540,31620,292,50,0,1,0,2,5,14,0,20,0,1,0,1,0,3,232,0,0,2,38,1
292,292,48,44,297816,2000,0,611118,34000,-55600,23,3,0,2,87300,17460,17460,52380,302,391,0,0,1,1,11,0,2,13,0,1,0,4,0,0,818,1,0,7,36,0
293,293,175,34,771236,500,0,607893,82400,-57100,14,1,2,1,36720,4080,4080,28560,305,613,2,0,0,3,5,0,5,46,2,0,0,3,1,0,470,0,1,6,6,1
294,294,151,37,931625,500,0,476198,44000,0,14,3,1,2,59100,5910,5910,47280,307,105,1,1,0,0,10,6,4,37,0,1,2,1,4,0,645,0,1,9,26,1
295,295,91,30,515217,2000,8000000,613178,43900,0,13,3,2,0,84500,13000,13000,58500,314,656,0,1,0,5,6,9,4,29,0,2,1,3,4,3,274,1,0,2,38,0
296,296,97,26,225865,1000,0,465456,0,0,4,2,2,2,50400,10080,5040,35280,324,220,0,1,1,1,3,17,1,57,0,1,0,3,5,6,575,1,0,6,8,1
297,297,399,55,984948,2000,0,464665,0,-65400,23,3,1,1,88400,17680,8840,61880,325,505,0,2,1,3,12,17,1,56,0,2,2,4,1,3,27,1,1,9,29,0
298,298,305,49,890328,2000,0,430853,0,-42100,21,3,0,2,66550,12100,6050,48400,326,835,0,0,0,2,4,3,3,39,0,0,2,1,1,2,550,1,0,13,20,0
299,299,290,45,583169,500,0,476303,0,-61000,23,3,2,2,64800,12960,6480,45360,340,325,0,0,0,3,11,6,5,59,0,2,2,4,5,0,372,1,0,1,4,1
300,300,475,57,958785,500,0,436522,67400,-83200,20,1,0,2,78000,6500,13000,58500,353,356,2,0,1,5,0,16,3,24,2,0,1,4,4,2,15,0,0,11,15,0
301,301,140,31,388671,2000,6000000,608758,59000,0,2,1,1,2,6120,680,680,4760,373,569,2,1,0,3,1,0,5,38,1,1,1,2,6,0,399,1,0,6,10,1
302,302,369,53,936638,2000,0,438584,0,0,10,2,1,3,77990,7090,14180,56720,400,595,2,1,0,5,8,18,1,58,0,0,2,4,6,6,7,1,0,7,36,0
303,303,159,33,944102,2000,0,615683,69200,-36900,23,3,2,0,44880,8160,4080,32640,402,744,1,0,0,1,2,16,0,47,0,1,0,0,1,1,295,1,0,8,7,1
304,304,138,33,296960,500,5000000,445904,56900,-56900,6,1,2,0,95810,14740,14740,66330,419,17,0,1,0,3,3,13,3,47,2,2,1,3,1,6,663,0,0,2,37,0
305,305,467,58,808153,2000,0,444500,82200,0,2,1,2,3,55700,5570,11140,38990,429,18,1,2,1,5,13,3,3,22,2,0,2,1,1,1,937,1,0,9,26,0
306,306,33,32,263159,500,5000000,469383,70300,-50300,2,1,0,1,56070,6230,12460,37380,450,483,2,0,0,6,7,0,0,42,2,1,1,0,1,4,876,1,0,12,9,0
